CODIGO;name;COD_P;description
FA10024512;Codergocrina;391;Codergocrina 1 mg/ml Sol oral Fr 100 ml
FA10024520;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 30 g
FA10024537;Peróxido de benzoílo;911;Peróxido de benzoílo 50 mg/g Gel Bisn 60 g
FA10024569;Fosfolípidos;2031;Fosfolípidos 25 mg/ml Susp inst endotraq Fr 4 ml
FA10024576;Io-hexol;694;Io-hexol 647 mg/ml Sol inj Fr 20 ml IA IT IV
FA10024583;Iodopovidona + Propanol;1565;Iodopovidona 9.1 mg/ml + Propanol 455 mg/ml Sol cu
FA10024590;Policresuleno;935;Policresuleno 90 mg Óvulo
FA10024601;Insulina humana + Insulina isofânica;1799;Insulina humana 30 U.I./ml + Insulina isofânica 70
FA10024633;Ciclopentolato;331;Ciclopentolato 5 mg/ml Col, sol Fr 5 ml
FA10024658;Dexametasona + Clotrimazol;1472;DEXAmetasona 0.4 mg/g + Clotrimazol 10 mg/g Cr Bis
FA10024672;Lidocaína;745;Lidocaína 20 mg/ml Gel bucal Fr 125 ml
FA10024680;Rifaximina;987;Rifaximina 50 mg/g Pom Bisn 30 g
FA10024697;Bromexina;17;Bromexina 2 mg/ml Sol oral Fr 40 ml
FA10024708;Azelastina;202;Azelastina 0.5 mg/ml Col, sol Fr 8 ml
FA10024722;Aspartato de arginina;192;Aspartato de arginina 1000 mg/10 ml Sol oral Fr 10
FA10024754;Meropenem;781;Meropenem 250 mg Pó sol inj Fr IV
FA10024761;Cefadroxil;290;Cefadroxil 100 mg/ml Pó susp oral Fr 50 ml
FA10024779;Carbonato de cálcio + Ácido glicocólico;1669;Carbonato de cálcio 700 mg + Ácido glicocólico 300
FA10024786;Aceponato de metilprednisolona;134;Aceponato de metilprednisolona 1 mg/ml Emul cut Bi
FA10024793;"Ácido flufenâmico + Ácido salicílico + ""Heparinóide""";1665;Ácido flufenâmico 30 mg/g + Ácido salicílico 20 mg
FA10024804;Oximetazolina;883;Oximetazolina 0.5 mg/ml Got nas, sol Fr 15 ml
FA10024829;Lactitol;720;Lactitol 667 mg/ml Sol oral Fr 100 ml
FA10024836;Silibinina;2559;Silibinina 350 mg Pó sol inj Fr IV
FA10024868;Ciclopirox olamina;332;Ciclopirox olamina 10 mg/g Cr Bisn 30 g
FA10024875;Ciclopirox olamina;332;Ciclopirox olamina 10 mg/ml Sol cut Fr 30 ml
FA10024882;Io-hexol;694;Io-hexol 647 mg/ml Sol inj Fr 200 ml IA IT IV
FA10024890;Io-hexol;694;Io-hexol 647 mg/ml Sol inj Fr 500 ml IA IT IV
FA10024900;Electrólitos + Glucose;1898;Polielectrol + Glucose 50 mg/ml Sol inj Fr 250 ml
FA10024918;Imunoglobulina humana contra a hepatite B;677;Imunoglobulina humana contra a hepatite B 1000 U.I
FA10024925;Dextrano;429;Dextrano 40 100 mg/ml + Cloreto de sódio 9 mg/ml S
FA10024940;Calcipotriol;274;Calcipotriol 0.05 mg/ml Sol cut Fr 120 ml
FA10024996;Carbamazepina;23;Carbamazepina 20 mg/ml Xar Fr 150 ml
FA10025009;Paracetamol + Tiocolquicosido;1606;Paracetamol 500 mg + Tiocolquicosido 2 mg Comp
FA10025016;Glucose;630;Glucose 300 mg/ml Sol inj Fr 100 ml IV
FA10025023;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10025030;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 1.5 mg/ml Sol
FA10025048;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10025055;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 4.5 mg/ml Sol
FA10025062;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 4.5 mg/ml Sol
FA10025087;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 9 mg/ml Sol in
FA10025112;Paracetamol + Mepiramina + Cafeína;1380;Paracetamol 250 mg + Mepiramina 20 mg + Cafeína 30
FA10025120;Idebenona;668;Idebenona 45 mg Comp
FA10025137;Fentanilo;550;Fentanilo 100 µg/h Sist transd
FA10025144;Tramadol;111;Tramadol 200 mg Comp LP
FA10025190;Mononitrato de isossorbida;73;Mononitrato de isossorbida 50 mg Comp LP
FA10025201;Cilazapril + Hidroclorotiazida;1404;Cilazapril 5 mg + Hidroclorotiazida 12.5 mg Comp
FA10025219;Acamprosato;126;Acamprosato 333 mg Comp
FA10025233;Gabapentina;605;Gabapentina 400 mg Cáps
FA10025258;Isotretinoína;711;Isotretinoína 10 mg Cáps
FA10025265;Messalazina;786;Messalazina 4 g/60 ml Susp rect Fr 60 ml
FA10040623;Bupivacaína;263;Bupivacaína 50 mg/20 ml Sol inj Fr 20 ml Epidural
FA10040630;Cefuroxima;31;Cefuroxima 750 mg Pó sol ou susp inj Fr IM IV
FA10040648;0;0;Vacina contra tuberculose(BCG) 0.75 mg Pó susp inj
FA10040655;Calcitonina de salmão;1244;Calcitonina de salmão 200 U.I./dose Sol pulv nas F
FA10040662;Sufentanilo;1029;Sufentanilo 0.05 mg/ml Sol inj Fr 2 ml IV
FA10040670;Nitroglicerina;860;Nitroglicerina 50 mg/10 ml Sol inj Fr 10 ml IV
FA10040705;Oximetazolina;883;Oximetazolina 0.5 mg/ml Sol inal vap Fr 15 ml
FA10040737;Ciprofloxacina;35;Ciprofloxacina 250 mg/2.5 ml Susp oral Saq
FA10040783;Laronidase;2318;Laronidase 100 U/ml Sol inj Fr 5 ml IV
FA10040801;Benzilpenicilina potássica + Benzilpenicilina procaínica;2166;Benzilpenicilina potássica 0.1 MUI + Benzilpenicil
FA10040819;Ampicilina;176;Ampicilina 100 mg/ml Pó susp oral Fr 120 ml
FA10040826;Ampicilina + Ampicilina benzatínica;1333;Ampicilina 200 mg + Ampicilina benzatínica 800 mg
FA10040833;Bicarbonato de sódio + Ácido tartárico;1694;Bicarbonato de sódio 550 mg/g + Ácido tartárico 45
FA10040840;Bicarbonato de sódio + Ácido tartárico + Sulfato de magnésio;1696;Bicarbonato de sódio 514 mg/g + Ácido tartárico 45
FA10040858;Bicarbonato de sódio + Ácido tartárico + Sulfato de magnésio;1696;Bicarbonato de sódio 514 mg/g + Ácido tartárico 45
FA10040865;Hidroxiquinolina + Cânfora;1778;Hidroxiquinolina 2 mg/g + Cânfora 3 mg/g Gel Bisn
FA10040872;Vitaminas do complexo B;1882;Complexo B Xar Fr 200 ml
FA10040880;Metipranolol;798;Metipranolol 1.5 mg/0.5 ml Col, sol Recip unid 0.5
FA10040897;Sulfato de dermatano;2429;Sulfato de dermatano 200 mg/2 ml Sol inj Fr 2 ml I
FA10040908;Sulfato de dermatano;2429;Sulfato de dermatano 300 mg/3 ml Sol inj Fr 3 ml I
FA10040915;Lansoprazol;727;Lansoprazol 60 mg Cáps GR
FA10040922;Cloreto de acetilcolina;140;Cloreto de acetilcolina 20 mg Pó sol inj Fr IOcula
FA10040930;Penicilina benetamínica;1226;Penicilina benetamínica 1 M.U.I. Pó susp inj Fr IM
FA10040947;Ácido acetilsalicílico + Ácido ascórbico;1820;Ácido acetilsalicílico 100 mg + Ácido ascórbico 50
FA10040954;Bacitracina + Neomicina;1589;Bacitracina 300 U.I./g + Neomicina 3000 U.I./g Pom
FA10040993;Ampicilina;176;Ampicilina 50 mg/ml Pó susp oral Fr 120 ml
FA10041006;Hidrosmina;655;Hidrosmina 20 mg/g Gel Bisn 100 g
FA10041020;Cefradina;306;Cefradina 500 mg/5 ml Pó susp oral Fr 120 ml
FA10041045;Oxicodona;2424;Oxicodona 9 mg Comp LP
FA10041052;Oxicodona;2424;Oxicodona 18 mg Comp LP
FA10041060;Sinvastatina;1019;Sinvastatina 80 mg Comp
FA10041077;Electrólitos + Glucose;1898;Sol DPCA Glucose 13.6 mg/ml Bicarb e Ca 1.75 mmol/
FA10041084;Ácido alendrónico;156;Ácido alendrónico 5 mg Comp
FA10041091;Epinastina;2423;Epinastina 0.5 mg/ml Col, sol Fr 5 ml
FA10041110;Fentanilo;550;Fentanilo 0.05 mg/ml Sol inj Fr 2 ml IM IV
FA10041127;Fentanilo;550;Fentanilo 0.05 mg/ml Sol inj Fr 5 ml IM IV
FA10041134;Fentanilo;550;Fentanilo 0.05 mg/ml Sol inj Fr 10 ml IM IV
FA10041173;0;0;Metilfenidato 10 mg Comp
FA10041198;Iodopovidona + Etanol;1517;Iodopovidona 50 mg/ml + Etanol 0.72 ml/ml Sol cut
FA10041209;Terbinafina;1063;Terbinafina 10 mg/g Sol pulv cut Fr 30 ml
FA10041223;Metformina + Rosiglitazona;2448;Metformina 500 mg + Rosiglitazona 1 mg Comp
FA10041230;Levodopa + Carbidopa + Entacapona;2420;Levodopa 50 mg + Carbidopa 12.5 mg + Entacapona 20
FA10041248;Levodopa + Carbidopa + Entacapona;2420;Levodopa 100 mg + Carbidopa 25 mg + Entacapona 200
FA10041255;Levodopa + Carbidopa + Entacapona;2420;Levodopa 150 mg + Carbidopa 37.5 mg + Entacapona 2
FA10041262;Tetrabenazina;2151;Tetrabenazina 25 mg Comp
FA10041305;Carbocisteína;281;Carbocisteína 50 mg/ml Xar Fr 300 ml
FA10041312;Antitrombina III;184;Antitrombina III 250 U.I. Pó sol inj Fr IV
FA10041344;Sufentanilo;1029;Sufentanilo 0.005 mg/ml Sol inj Fr 2 ml IV
FA10041383;Sufentanilo;1029;Sufentanilo 0.005 mg/ml Sol inj Fr 10 ml IV
FA10041419;Tobramicina;110;Tobramicina 1 mg/ml Sol inj Fr 100 ml IV
FA10041433;Ibuprofeno + Pseudoefedrina;1562;Ibuprofeno 200 mg + Pseudoefedrina 30 mg Comp
FA10041440;Ezetimiba;2446;Ezetimiba 10 mg Comp
FA10041480;Lidocaína + Nafazolina;2116;Lidocaína 50 mg/ml + Nafazolina 0.2 mg/ml Sol inst
FA10041515;Flucloxacilina;58;Flucloxacilina 250 mg/5 ml Pó sol oral Fr 100 ml
FA10041522;Ácido ascórbico;1168;Ácido ascórbico 500 mg Cáps LP
FA10041530;Tramadol;111;Tramadol 150 mg Cáps LP
FA10041547;Risperidona;991;Risperidona 25 mg Pó susp inj Fr IM
FA10041554;Risperidona;991;Risperidona 50 mg Pó susp inj Fr IM
FA10041561;Sertaconazol;1011;Sertaconazol 300 mg Óvulo
FA10041579;Levobupivacaína;2490;Levobupivacaína 0.625 mg/ml Sol inj Fr 100 ml Epid
FA10041586;Levobupivacaína;2490;Levobupivacaína 0.625 mg/ml Sol inj Fr 200 ml Epid
FA10041636;Mesilato de di-hidroergocriptina;782;Mesilato de di-hidroergocriptina 20 mg Comp
FA10041643;Nifuratel + Nistatina;1603;Nifuratel 500 mg + Nistatina 200000 U.I. Óvulo
FA10041668;Levobupivacaína;2490;Levobupivacaína 1.25 mg/ml Sol inj Fr 100 ml Epidu
FA10041675;Levobupivacaína;2490;Levobupivacaína 1.25 mg/ml Sol inj Fr 200 ml Epidu
FA10041682;Terazosina;1062;Terazosina 5 mg Comp
FA10041690;Antitrombina III;184;Antitrombina III 1500 U.I. Pó sol inj Fr IV
FA10041700;Clindamicina;40;Clindamicina 600 mg/50 ml Sol inj Fr 50 ml IV
FA10041718;Clindamicina;40;Clindamicina 900 mg/50 ml Sol inj Fr 50 ml IV
FA10041740;Iobenguano (123I);2368;Iobenguano (123I) 18.5 - 74 MBq/ml Sol inj
FA10041764;Venlafaxina;1137;Venlafaxina 37.5 mg Cáps LP
FA10041796;Electrólitos + Glucose;1898;Sol DPCA Glucose 13.6 mg/ml Bicarb e Ca 1.75 mmol/
FA10041807;Gentamicina + Indometacina;2199;Gentamicina 3000 U.I./ml + Indometacina 1 mg/ml Co
FA10044739;Fenformina;538;Fenformina 50 mg Comp
FA10044746;Dexametasona + Neomicina;1592;DEXAmetasona 1 mg/ml + Neomicina 3.5 mg/ml Col, so
FA10044753;Prazepam;944;Prazepam 10 mg Comp
FA10044778;Ácido salicílico e outras associações;2506;Ácido salicílico e outras associações Pom Bisn 20
FA10044785;Hidrocortisona;653;Hidrocortisona 10 mg/g Pom Bisn 15 g
FA10044792;Clobetasol;357;Clobetasol 0.5 mg/g Sol cut Fr 100 ml
FA10044803;Ácido ursodesoxicólico;1184;Ácido ursodesoxicólico 150 mg Comp
FA10044810;Miglitol;808;Miglitol 50 mg Comp
FA10044828;Betametasona + Ácido salicílico;1686;BETAmetasona 0.5 mg/g + Ácido salicílico 20 mg/g L
FA10044835;Mesilato de di-hidroergocristina;783;Mesilato de di-hidroergocristina 3 mg Cáps
FA10044850;Isoxsuprina;712;Isoxsuprina 10 mg/2 ml Sol inj Fr 2 ml IV
FA10044867;Isoxsuprina;712;Isoxsuprina 30 mg Comp LP
FA10044874;Iodopovidona;699;Iodopovidona 100 mg/ml Sol vag Fr 120 ml
FA10044881;Aciclovir;2;Aciclovir 50 mg/g Pom Bisn 2 g
FA10044899;Heparina sódica + Salicilato de dietilamina + Mentol;1797;Heparina sódica 50 U.I./g + Salicilato de dietilam
FA10044900;Heparina sódica + Salicilato de dietilamina + Mentol;1797;Heparina sódica 50 U.I./g + Salicilato de dietilam
FA10044917;Sulpirida;1045;Sulpirida 50 mg Cáps
FA10022397;Insulina isofânica;688;Insulina isofânica 100 U.I./ml Acção interm Susp i
FA10022408;Insulina isofânica;688;Insulina isofânica 100 U.I./ml Acção interm Susp i
FA10022415;Fluorouracilo;59;Fluorouracilo 50 mg/ml Sol inj Fr 10 ml IV
FA10022422;Fluorouracilo;59;Fluorouracilo 50 mg/ml Sol inj Fr 20 ml IV
FA10022430;Electrólitos + Glucose;1898;Sol hemof Glucose 1.65 mg/ml Fr 5000 ml
FA10022486;Multivitaminas;1874;Multivitaminas Xar Fr 200 g
FA10022493;Lisinopril + Hidroclorotiazida;1575;Lisinopril 10 mg + Hidroclorotiazida 12.5 mg Comp
FA10022511;Electrólitos;1897;Sol hemof Lactato 3 mmol/l Sac 4750 ml
FA10022536;Azelastina;202;Azelastina 0.5 mg/ml Col, sol Fr 10 ml
FA10022550;Electrólitos;1897;Sol hemof Lactato 40 mmol/l Sac 5000 ml
FA10022568;Claritromicina;350;Claritromicina 250 mg Comp
FA10022582;Fenticonazol;552;Fenticonazol 20 mg/g Pó cut Fr
FA10022590;Electrólitos + Glucose;1898;Polielectrol + Glucose 0,71 mg/ml Sol inj Fr 500 m
FA10022600;Propofol;99;Propofol 20 mg/ml Emul inj Fr 50 ml IV
FA10022618;Etonogestrel;523;Etonogestrel 68 mg Impl Saq
FA10022632;Nadifloxacina;2224;Nadifloxacina 10 mg/g Cr Bisn 5 g
FA10022640;Nadifloxacina;2224;Nadifloxacina 10 mg/g Cr Bisn 20 g
FA10022657;Nadifloxacina;2224;Nadifloxacina 10 mg/g Cr Bisn 30 g
FA10022664;Fluvastatina;584;Fluvastatina 80 mg Comp LP
FA10022671;Cloreto de cálcio + Cloreto de potássio + Cloreto de sódio + Lactato de sódio;1424;Ringer + Lactato Sol inj Fr 500 ml IV
FA10022689;Glucose;630;Glucose 300 mg/ml Sol inj Fr 500 ml IV
FA10022714;Hidromorfona;654;Hidromorfona 4 mg Cáps LM
FA10022753;Felbamato;533;Felbamato 120 mg/ml Susp oral Fr 100 ml
FA10022785;Nabumetona;122;Nabumetona 500 mg Comp disp
FA10022792;Cefradina;306;Cefradina 500 mg Pó sol inj Fr IV
FA10022803;Ibuprofeno;71;Ibuprofeno 100 mg/g Cr Bisn 40 g
FA10022810;Fluoreto de sódio;574;Fluoreto de sódio 1.1 mg Comp
FA10022828;Ampicilina;176;Ampicilina 1000 mg Pó sol inj Fr IM IV
FA10022835;Zalcitabina;1154;Zalcitabina 0.75 mg Comp
FA10022842;Lactitol;720;Lactitol 667 mg/ml Sol oral Fr 300 ml
FA10022917;Ampicilina;176;Ampicilina 500 mg Pó sol inj Fr IM
FA10022924;Loratadina;120;Loratadina 1 mg/ml Xar Fr 200 ml
FA10022931;Naloxona;832;Naloxona 0.04 mg/2 ml Sol inj Fr 2 ml IM IV SC
FA10022949;Glicerol;618;Glicerol 3120 mg/4 g Sol rect Bisn 4 g
FA10022956;Sulesomab;1032;Sulesomab 0.31 mg Pó sol inj Fr IV
FA10022988;Baclofeno;209;Baclofeno 10 mg/20 ml Sol inj Fr 20 ml IT
FA10023008;Electrólitos + Glucose;1898;Polielectrol + Glucose 5 mg/ml Sol inj Fr 250 ml I
FA10023015;Cefpodoxima;304;Cefpodoxima 200 mg Comp
FA10023030;Insulina lispro;687;Insulina lispro 100 U.I./ml Acção interm Susp inj
FA10023047;Peróxido de benzoílo;911;Peróxido de benzoílo 25 mg/g Gel Bisn 30 g
FA10023054;Azitromicina;204;Azitromicina 500 mg Pó sol inj Fr IV
FA10023061;Manitol;763;Manitol 100 mg/ml Sol inj Fr 100 ml IV
FA10023079;Tobramicina;110;Tobramicina 300 mg/5 ml Sol inal neb Fr 5 ml
FA10023104;Pilocarpina;918;Pilocarpina 5 mg Comp
FA10023129;Bromexina;17;Bromexina 0.8 mg/ml Xar Fr 200 ml
FA10023136;Bromexina;17;Bromexina 2 mg/ml Sol oral Fr 50 ml
FA10023143;Cefazolina;25;Cefazolina 250 mg Pó sol inj Fr IM
FA10023150;Iodopovidona + Propanol;1565;Iodopovidona 9.1 mg/ml + Propanol 455 mg/ml Sol cu
FA10023168;Terbinafina;1063;Terbinafina 10 mg/g Cr Bisn 15 g
FA10023175;Hidroxicarbamida;657;Hidroxicarbamida 500 mg Cáps
FA10023182;Propafenona;958;Propafenona 300 mg Comp
FA10023190;Verapamilo;113;Verapamilo 80 mg Comp
FA10023200;Amoxicilina;8;Amoxicilina 250 mg/5 ml Pó susp oral Fr 150 ml
FA10023232;Urapidilo;1128;Urapidilo 25 mg/5 ml Sol inj Fr 5 ml IV
FA10023240;Fenspirida;549;Fenspirida 50 mg Sup
FA10023257;Cetirizina;121;Cetirizina 1 mg/ml Xar Fr 150 ml
FA10023264;Picetoprofeno;1276;Picetoprofeno 18 mg/g Cr Bisn 100 g
FA10023271;Cefuroxima;31;Cefuroxima 125 mg/5 ml Pó susp oral Fr 50 ml
FA10023296;Calcitonina de salmão;1244;Calcitonina de salmão 100 U.I./dose Sol inal neb F
FA10023314;Glucose + Cloreto de sódio;2379;Glucose 33 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10023321;Frutose;599;Frutose 50 mg/ml Sol inj Fr 1000 ml IV
FA10023339;Cefoxitina;28;Cefoxitina 1000 mg Pó sol inj Fr IM
FA10023346;Eritromicina;501;Eritromicina 250 mg/5 ml Pó susp oral Fr 200 ml
FA10023360;Insulina humana + Insulina isofânica;1799;Insulina humana 50 U.I./ml + Insulina isofânica 50
FA10023378;Venlafaxina;1137;Venlafaxina 150 mg Cáps LP
FA10023385;Midodrina;807;Midodrina 10 mg/ml Sol oral Fr 30 ml
FA10023410;Cetirizina;121;Cetirizina 1 mg/ml Xar Fr 75 ml
FA10023428;Carbocisteína;281;Carbocisteína 25 mg/ml Xar Fr 200 ml
FA10023442;Picossulfato de sódio;915;Picossulfato de sódio 5 mg Pastilha
FA10023474;Glucose + Cloreto de sódio;2379;Glucose 25 mg/ml + Cloreto de sódio 4.5 mg/ml Sol
FA10023499;Dinitrato de isossorbida;454;Dinitrato de isossorbida 1 mg/ml Sol inj Fr 50 ml
FA10023524;Iotrolano;1205;Iotrolano 640.75 mg/ml Sol inj Fr 10 ml IV
FA10023531;Óxido de zinco + Ácido bórico + Ácido salicílico;1653;Óxido de zinco 95 mg/g + Ácido bórico 30 mg/g + Ác
FA10023570;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 3.3 mg/ml Sol
FA10023588;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 3.3 mg/ml Sol
FA10023595;Tasonermina;1054;Tasonermina 1 mg Pó sol inj Fr IA
FA10023606;Galactose + Ácido palmítico;1680;Galactose 999 mg + Ácido palmítico 1 mg Pó susp in
FA10023613;Glucose + Cloreto de sódio;2379;Glucose 50 mg/ml + Cloreto de sódio 3.3 mg/ml Sol
FA10023638;Pravastatina;943;Pravastatina 40 mg Comp
FA10023645;Clotrimazol;42;Clotrimazol 10 mg/g Cr vag Bisn 40 g
FA10023652;Óxido de zinco + Ácido bórico + Ácido salicílico;1653;Óxido de zinco 95 mg/g + Ácido bórico 30 mg/g + Ác
FA10023677;Electrólitos + Glucose;1898;Polielectrol + Glucose 50 mg/ml + Sorbitol 50 mg/m
FA10023684;Isoconazol;707;Isoconazol 600 mg Óvulo
FA10023710;Ácido acetilsalicílico;117;Ácido acetilsalicílico 500 mg Comp eferv
FA10023727;Sulfadiazina + Trimetoprim;1815;Sulfadiazina 50 mg/ml + Trimetoprim 10 mg/ml Susp
FA10023741;Bupivacaína;263;Bupivacaína 100 mg/20 ml Sol inj Fr 20 ml IV
FA10023759;Electrólitos + Glucose;1898;Polielectrol + Glucose 50 mg/ml + Sorbitol 50 mg/m
FA10023766;Alteplase;166;Alteplase 10 mg Pó sol inj Fr IV
FA10023773;Ácido acetilsalicílico;117;Ácido acetilsalicílico 500 mg Comp
FA10023780;Risperidona;991;Risperidona 4 mg Comp
FA10025297;Acetilsalicilato de lisina;1;Acetilsalicilato de lisina 450 mg Pó sol oral Saq
FA10025315;Clemastina;352;Clemastina 0.402 mg/g Gel Bisn 20 g
FA10025347;Biperideno;239;Biperideno 5 mg/1 ml Sol inj Fr 1 ml IM IV
FA10025379;Gestrinona;615;Gestrinona 2.5 mg Cáps
FA10025393;Lornoxicam;759;Lornoxicam 8 mg Comp
FA10025404;Betametasona + Neomicina;1366;BETAmetasona 1 mg/g + Neomicina 3500 U.I./g Cr Bis
FA10025436;Rifampicina;986;Rifampicina 20 mg/ml Susp oral Fr 60 ml
FA10025443;Betametasona + Clioquinol;1362;BETAmetasona 1 mg/g + Clioquinol 30 mg/g Cr Bisn 3
FA10025450;Dimetindeno + Fenilefrina;1786;Dimetindeno 0.25 mg/g + Fenilefrina 2.5 mg/g Gel n
FA10025482;Glicofosfopeptical;620;Glicofosfopeptical 500 mg Gran Saq
FA10025500;Ciprofloxacina;35;Ciprofloxacina 500 mg Cáps
FA10025518;Etinilestradiol + Gestodeno;1519;Etinilestradiol 0.03 mg + Gestodeno 0.075 mg Comp
FA10025525;Hidrocortisona;653;Hidrocortisona 10 mg/g Pom Bisn 30 g
FA10025540;Procaterol;950;Procaterol 0.005 mg/ml Xar Fr 200 ml
FA10025557;Tilactase;109;Tilactase 4000 U Cáps
FA10025564;Fentiazac;551;Fentiazac 50 mg/g Cr Bisn 100 g
FA10025596;Ciclandelato;327;Ciclandelato 400 mg Cáps
FA10025607;Glibenclamida;617;Glibenclamida 2.5 mg Comp
FA10025621;Iodopovidona;699;Iodopovidona 100 mg/ml Sol cut Fr 20 ml
FA10025639;Iodopovidona;699;Iodopovidona 100 mg/ml Sol cut Fr 120 ml
FA10025646;Mononitrato de isossorbida;73;Mononitrato de isossorbida 40 mg Comp
FA10025660;Bupivacaína + Adrenalina;2162;Bupivacaína 100 mg/20 ml + Adrenalina 0.11 mg/20 m
FA10025678;Buspirona;266;Buspirona 5 mg Comp
FA10025685;Pseudoefedrina;964;Pseudoefedrina 60 mg Comp
FA10025692;Insulina humana + Insulina isofânica;1799;Insulina humana 40 U.I./ml + Insulina isofânica 60
FA10025703;Eritromicina;501;Eritromicina 40 mg/ml Sol cut Fr 100 ml
FA10025710;Etinilestradiol + Gestodeno;1519;Etinilestradiol + Gestodeno Comp
FA10025735;Insulina humana + Insulina isofânica;1799;Insulina humana 40 U.I./ml + Insulina isofânica 60
FA10025742;Insulina-zinco cristalina, suspensão;1802;Insulina-zinco cristalina, suspensão 100 U.I./ml A
FA10025750;Calcitonina de salmão;1244;Calcitonina de salmão 50 U.I./dose Sol pulv nas Fr
FA10025767;Trandolapril;1725;Trandolapril 2 mg Cáps
FA10025774;Amoxicilina;8;Amoxicilina 500 mg Comp
FA10025799;Naltrexona;86;Naltrexona 10 mg Cáps
FA10025800;Mononitrato de isossorbida;73;Mononitrato de isossorbida 40 mg Cáps LP
FA10025856;Sertaconazol;1011;Sertaconazol 20 mg/g Champô Fr 100 g
FA10025863;Miglitol;808;Miglitol 100 mg Comp
FA10025870;Ácido salicílico + Ácido láctico;1829;Ácido salicílico 167 mg/g + Ácido láctico 167 mg/g
FA10025888;Cinarizina;2922;Cinarizina 75 mg Cáps
FA10025906;Atorvastatina;194;Atorvastatina 10 mg Comp
FA10025913;Zolmitriptano;1161;ZOLMItriptano 2.5 mg Comp
FA10025920;Carvão activado;288;Carvão activado 250 mg Comp
FA10025952;Fluconazol;564;Fluconazol 100 mg Cáps
FA10025977;Ambroxol + Clenbuterol;1321;Ambroxol 30 mg + Clenbuterol 0.02 mg Comp
FA10025984;Zolpidem;1162;Zolpidem 10 mg Comp
FA10026004;Multivitaminas + Sais minerais;1877;Multivitaminas + Sais minerais Cáps
FA10026011;Montelucaste;820;Montelucaste 5 mg Comp mast
FA10026029;Pirantel;922;Pirantel 250 mg Comp mast
FA10026043;Metilprednisolona;795;Metilprednisolona 4 mg Comp
FA10026075;Piracetam;97;Piracetam 12 g/60 ml Sol inj Fr 60 ml IV
FA10026082;Salicilato de glicol + Mentol;1579;Salicilato de glicol 90 mg/g + Mentol 10 mg/g Cr B
FA10026090;Salicilato de glicol + Mentol;1579;Salicilato de glicol 90 mg/g + Mentol 10 mg/g Cr B
FA10026100;Enxofre;494;Enxofre 30 mg/g Cr Bisn 50 g
FA10026118;Vitaminas do complexo B + Glutamina;1886;Complexo B + Glutamina Comp
FA10026125;Ácido acetilsalicílico + Cafeína;1625;Ácido acetilsalicílico 500 mg + Cafeína 50 mg Comp
FA10026132;Propranolol;100;PropRANOlol 80 mg Comp
FA10026140;Paracetamol + Clorofenamina + Fenilefrina;1793;Paracetamol 500 mg + Clorofenamina 4 mg + Fenilefr
FA10026157;Cilazapril;335;Cilazapril 1 mg Comp
FA10026164;Difenidramina + Calamina + Cânfora;1384;Difenidramina 80 mg/ml + Calamina 10 mg/ml + Cânfo
FA10026189;Gliclazida;67;Gliclazida 80 mg Comp
FA10026196;Butirato de hidrocortisona;270;Butirato de hidrocortisona 1 mg/g Cr Bisn 30 g
FA10026207;Butirato de hidrocortisona;270;Butirato de hidrocortisona 1 mg/g Pom Bisn 30 g
FA10026214;Beclometasona;215;Beclometasona 250 µg/dose Sol pressu inal Recip pr
FA10026246;Biperideno;239;Biperideno 4 mg Comp LP
FA10026278;Fosinopril;597;Fosinopril 20 mg Comp
FA10026292;Pilocarpina;918;Pilocarpina 34 mg/ml Col LP Fr 10 ml
FA10026303;Pirazinamida;923;Pirazinamida 500 mg Cáps
FA10026328;Fenoxietanol + Triticum vulgare;1923;Fenoxietanol 10 mg/g + Triticum vulgare 150 mg/g C
FA10026335;Amitriptilina + Perfenazina;1332;AmiTRIPTilina 25 mg + Perfenazina 4 mg Comp
FA10026342;Becanamicina;213;Becanamicina 5 mg/g Pom oft Bisn 5 g
FA10026367;Electrólitos + Glucose;1898;Polielectrol + Glucose 50 mg/ml Sol inj Fr 500 ml
FA10026374;Propranolol;100;PropRANOlol 160 mg Cáps LP
FA10026399;Peróxido de benzoílo;911;Peróxido de benzoílo 50 mg/g Gel Bisn 45 g
FA10026400;Hesperidina + Ruscus aculeatus + Ácido ascórbico;1821;Hesperidina 150 mg + Ruscus aculeatus 150 mg + Áci
